rank,symbol,year,quarter,earnings_date,category,session,predicted,confidence,csv_t30_change,hit_result,status,elapsed_seconds,from_date,to_date,from_close,to_close,error
952,COP,2022,3,2022-11-03,LOSER,BMO,UP,0.8,-17.47,MISS,success,92.0,2022-11-03,2022-12-16,133.82,110.44,
953,IFF,2022,2,2022-08-08,LOSER,AMC,NEUTRAL,0.6,-17.46,SKIP,success,88.7,2022-08-09,2022-09-21,120.13,99.15,
954,LUV,2019,4,2020-01-23,LOSER,BMO,UP,0.7,-17.45,MISS,success,695.1,2020-01-23,2020-03-06,55.4,45.73,
955,AVGO,2022,1,2022-05-26,LOSER,AMC,UP,0.9,-17.42,MISS,success,74.9,2022-05-27,2022-07-13,58.33,48.17,
956,DDOG,2022,2,2022-08-04,LOSER,BMO,DOWN,0.3,-17.41,HIT,success,690.0,2022-08-04,2022-09-16,110.49,91.25,
957,BLDR,2021,4,2022-03-01,LOSER,BMO,UP,0.8,-17.41,MISS,success,676.0,2022-03-01,2022-04-12,73.05,60.33,
958,IDXX,2019,4,2020-01-31,LOSER,BMO,UP,0.8,-17.41,MISS,success,72.2,2020-01-31,2020-03-16,271.01,223.83,
959,ALB,2024,1,2024-05-01,LOSER,AMC,NEUTRAL,0.6,-17.39,SKIP,success,65.5,2024-05-02,2024-06-14,125.3,103.51,
960,LDOS,2024,3,2024-10-29,LOSER,BMO,UP,0.8,-17.38,MISS,success,70.7,2024-10-29,2024-12-11,185.86,153.55,
961,DVN,2020,2,2020-08-04,LOSER,AMC,UP,0.7,-17.36,MISS,success,681.6,2020-08-05,2020-09-17,12.04,9.95,
962,PPG,2019,4,2020-01-16,LOSER,BMO,UP,0.7,-17.35,MISS,success,89.1,2020-01-16,2020-03-02,127.41,105.31,
963,PANW,2022,3,2022-11-17,LOSER,AMC,UP,0.9,-17.28,MISS,success,672.8,2022-11-18,2023-01-04,83.74,69.27,
964,OKE,2022,1,2022-05-03,LOSER,AMC,UP,0.7,-17.25,MISS,success,74.1,2022-05-04,2022-06-16,67.35,55.73,
965,GNRC,2022,4,2023-02-15,LOSER,BMO,DOWN,0.3,-17.2,HIT,success,96.3,2023-02-15,2023-03-30,135.23,111.97,
966,SPG,2022,4,2023-02-06,LOSER,AMC,NEUTRAL,0.4,-17.15,SKIP,success,97.3,2023-02-07,2023-03-22,125.9,104.31,
967,COO,2022,2,2022-08-31,LOSER,AMC,NEUTRAL,0.6,-17.14,SKIP,success,81.6,2022-09-01,2022-10-14,75.03,62.17,
968,BK,2021,4,2022-01-18,LOSER,BMO,NEUTRAL,0.6,-17.13,SKIP,success,98.2,2022-01-18,2022-03-02,62.92,52.14,
969,ES,2019,4,2020-02-19,LOSER,AMC,UP,0.7,-17.1,MISS,success,68.8,2020-02-20,2020-04-02,95.65,79.29,
970,VRSK,2019,4,2020-02-18,LOSER,AMC,UP,0.8,-17.06,MISS,success,93.1,2020-02-19,2020-04-01,169.74,140.78,
971,SNPS,2019,4,2020-02-19,LOSER,AMC,UP,0.8,-17.04,MISS,success,79.0,2020-02-20,2020-04-02,155.08,128.65,
972,HRL,2023,2,2023-08-31,LOSER,BMO,NEUTRAL,0.4,-17.03,SKIP,success,78.9,2023-08-31,2023-10-13,38.59,32.02,
973,APTV,2022,1,2022-05-05,LOSER,BMO,NEUTRAL,0.6,-17.0,SKIP,success,70.7,2022-05-05,2022-06-17,104.63,86.84,
974,TSLA,2020,4,2021-01-27,LOSER,AMC,UP,0.8,-16.96,MISS,success,69.6,2021-01-28,2021-03-12,278.48,231.24,
975,TPR,2023,2,2023-08-17,LOSER,BMO,UP,0.7,-16.91,MISS,success,94.9,2023-08-17,2023-09-29,34.6,28.75,
976,NSC,2023,2,2023-07-27,LOSER,BMO,DOWN,0.3,-16.87,HIT,success,676.0,2023-07-27,2023-09-08,235.34,195.64,
977,WY,2022,1,2022-04-29,LOSER,BMO,UP,0.8,-16.86,MISS,success,115.8,2022-04-29,2022-06-13,41.22,34.27,
978,UBER,2024,3,2024-10-31,LOSER,BMO,UP,0.8,-16.82,MISS,success,70.7,2024-10-31,2024-12-13,72.05,59.93,
979,WBD,2021,4,2022-02-24,LOSER,BMO,UP,0.7,-16.8,MISS,success,93.9,2022-02-24,2022-04-07,27.73,23.07,
980,J,2019,4,2020-02-04,LOSER,BMO,UP,0.8,-16.8,MISS,success,104.4,2020-02-04,2020-03-18,78.89,65.64,
981,CCL,2023,3,2023-12-21,LOSER,BMO,UP,0.8,-16.78,MISS,success,99.2,2023-12-21,2024-02-06,19.19,15.97,
982,DELL,2022,2,2022-08-25,LOSER,AMC,UP,0.8,-16.78,MISS,success,82.4,2022-08-26,2022-10-10,41.43,34.48,
983,LOW,2019,4,2020-02-26,LOSER,BMO,UP,0.7,-16.73,MISS,success,122.5,2020-02-26,2020-04-08,113.3,94.35,
984,ATO,2019,4,2020-02-04,LOSER,AMC,UP,0.7,-16.71,MISS,success,73.2,2020-02-05,2020-03-19,118.28,98.51,
985,MTCH,2021,3,2021-11-02,LOSER,BMO,UP,0.7,-16.65,MISS,success,78.2,2021-11-02,2021-12-15,148.55,123.81,
986,UNP,2019,4,2020-01-23,LOSER,BMO,UP,0.7,-16.61,MISS,success,96.2,2020-01-23,2020-03-06,187.19,156.09,
987,AMZN,2022,1,2022-04-28,LOSER,AMC,DOWN,0.2,-16.58,HIT,success,67.9,2022-04-29,2022-06-13,124.28,103.67,
988,RL,2020,1,2020-05-27,LOSER,BMO,NEUTRAL,0.6,-16.58,SKIP,success,83.7,2020-05-27,2020-07-09,80.88,67.47,
989,ESS,2022,4,2023-02-07,LOSER,AMC,DOWN,0.3,-16.57,HIT,success,83.7,2023-02-08,2023-03-23,235.12,196.17,
990,CLX,2022,1,2022-05-02,LOSER,AMC,NEUTRAL,0.6,-16.56,SKIP,success,82.9,2022-05-03,2022-06-15,147.56,123.13,
991,MAA,2022,4,2023-02-01,LOSER,AMC,UP,0.7,-16.55,MISS,success,85.1,2023-02-02,2023-03-17,174.11,145.29,
992,ADI,2022,2,2022-08-17,LOSER,BMO,UP,0.8,-16.54,MISS,success,83.1,2022-08-17,2022-09-29,170.13,141.99,
993,WBD,2023,2,2023-08-03,LOSER,AMC,NEUTRAL,0.6,-16.54,SKIP,success,81.4,2023-08-04,2023-09-18,13.97,11.66,
994,NEM,2024,3,2024-10-23,LOSER,AMC,DOWN,0.3,-16.53,HIT,success,79.8,2024-10-24,2024-12-06,49.25,41.11,
995,MO,2019,4,2020-01-30,LOSER,BMO,NEUTRAL,0.4,-16.52,SKIP,success,82.6,2020-01-30,2020-03-13,48.0,40.07,
996,CRWD,2022,2,2022-08-30,LOSER,AMC,UP,0.9,-16.43,MISS,success,85.7,2022-08-31,2022-10-13,182.61,152.6,
997,SYF,2021,3,2021-10-19,LOSER,BMO,UP,0.8,-16.42,MISS,success,99.1,2021-10-19,2021-12-01,52.36,43.76,
998,TYL,2022,1,2022-04-27,LOSER,AMC,UP,0.8,-16.39,MISS,success,69.7,2022-04-28,2022-06-10,403.66,337.52,
999,BR,2019,4,2020-01-31,LOSER,BMO,UP,0.7,-16.38,MISS,success,71.0,2020-01-31,2020-03-16,119.15,99.63,
1000,BR,2022,2,2022-08-12,LOSER,BMO,UP,0.8,-16.38,MISS,success,85.3,2022-08-12,2022-09-26,183.22,153.21,
